"","year","group_name","team_id","country_name.x","country_code","matches_played","wins","draws","losses","goals_for","goals_against","goal_difference","points","rank","teams_qualifying","qualified","min_qualifier_points","max_non_qualifier_points","points_gap","tie_at_cutoff","treatment","points_diff","country_name.y","bicc_milper","bicc_milexp","bicc_gmi","wdi_expmil","wdi_pop","wdi_popurb","wdi_birth","wdi_death","wdi_mortinf","wdi_lifexp","wpp_medianage","wpp_sexratio","wdi_export","wdi_import","wdi_gdpcapcon2015","wdi_gdpgr","wdi_area","vdem_polyarchy","ht_colonial","atop_number","wdi_pop_log","v2paseatshare","milex","milex5yb","milex3yb","milex1yb","milex5ya","milex3ya","milex1ya","dmilex","dmilex5yb","dmilex3yb","dmilex1yb","dmilex5ya","dmilex3ya","dmilex1ya"
"53",1970,"Group 1","T-46","Mexico","MEX",3,2,1,0,5,0,5,7,2,1,0,7,7,0,TRUE,0,0,"Mexico",NA,NA,NA,0.497411658789106,50814953,59.0318184929621,44.518,10.013,81.4,58.893,14.981,99.963,7.75461711711712,9.65768018018018,5774.7704592642,6.50248403469675,1943950,0.248,2,2,17.7437012196298,48.35,0.497411658789106,3.85289574058252,NA,NA,NA,3.35866826147039,2.05821005427826,NA,2.68,NA,NA,NA,NA,1.56
"54",1970,"Group 2","T-41","Italy","ITA",3,1,2,0,1,0,1,5,1,1,1,5,4,1,FALSE,1,1,"Italy",NA,NA,NA,2.05821005427826,53821850,64.4584859539895,16.7,9.7,29.6,71.5587804878049,31.894,94.583,15.1286676026762,14.9009660362971,15813.2011158569,5.31050242854884,294110,0.752,0,2,17.801190076511,NA,2.05821005427826,NA,NA,0.497411658789106,2.99867169564358,2.88728955692843,NA,1.56,NA,NA,NA,NA,-0.47,NA
"55",1970,"Group 2","T-84","Uruguay","URY",3,1,1,1,2,1,1,4,2,1,0,5,4,1,FALSE,0,-1,"Uruguay",NA,NA,NA,NA,2790807,81.9772732311148,20.06,9.763,48.7,68.734,28.856,98.668,13.8867924528302,15.2075471698113,6894.77166584278,2.33321338074524,175020,0.589,2,2,14.8418413592854,NA,NA,NA,NA,2.05821005427826,3.50643955130868,NA,3.35866826147039,NA,NA,NA,1.56,0.51,NA,NA
"56",1970,"Group 2","T-74","Sweden","SWE",3,1,1,1,2,2,0,4,3,1,0,5,4,1,FALSE,0,-1,"Sweden",NA,NA,NA,3.35866826147039,8042801,81.2420904958891,13.7,9.9,11.3,74.6492682926829,34.392,99.741,22.0923551957256,22.2683909938367,24623.249431809,6.47367396370416,407339.7,0.776,0,NA,15.9002879635684,23.8,3.35866826147039,NA,0.497411658789106,NA,3.24603091379624,2.99867169564358,2.88728955692843,NA,NA,NA,NA,-0.26,NA,-0.47
"57",1970,"Group 3","T-09","Brazil","BRA",3,3,0,0,8,3,5,9,1,1,1,9,6,3,FALSE,1,3,"Brazil",NA,NA,NA,2.88728955692843,95375651,53.1833074822629,35.231,10.465,102,57.338,17.284,99.827,7.02942560498826,7.44974776115019,3595.95044908964,10.4,8358140,0.177,7,2,18.3733338732337,50,2.88728955692843,NA,2.05821005427826,3.35866826147039,7.10956116396779,3.50643955130868,NA,-0.47,NA,1.56,NA,3.86,0.51,NA
"58",1970,"Group 3","T-28","England","ENG",3,2,0,1,2,1,1,6,2,1,0,9,6,3,FALSE,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497411658789106,NA,2.88728955692843,NA,3.24603091379624,2.99867169564358,NA,NA,NA,-0.47,NA,-0.26,NA
"59",1970,"Group 4","T-86","West Germany","DEU",3,3,0,0,10,4,6,9,1,1,1,9,6,3,FALSE,1,3,"Germany",NA,NA,NA,2.99867169564358,78169289,79.6627851870384,13.4,12.5,22.1,70.4471951219512,33.216,89.892,15.0652897094797,16.5251634425266,18062.7681725054,5.1031445446857,349130,0.86,0,5,18.1743874045942,NA,2.99867169564358,2.05821005427826,3.35866826147039,NA,1.94135341120892,7.10956116396779,3.50643955130868,NA,1.56,NA,NA,NA,3.86,0.51
"60",1970,"Group 4","T-56","Peru","PER",3,2,0,1,7,5,2,6,2,1,0,9,6,3,FALSE,0,-3,"Peru",NA,NA,NA,3.50643955130868,13501237,57.6911299786438,42.372,18.817,125,47.728,16.799,101.115,17.4179498582572,15.5757260213147,3404.48746273535,3.36594600332614,1280000,0.097,2,2,16.4182918688405,NA,3.50643955130868,NA,2.88728955692843,2.99867169564358,NA,NA,3.24603091379624,0.51,NA,-0.47,NA,NA,NA,-0.26
"61",1974,"Group 1","T-86","West Germany","DEU",3,2,0,1,4,1,3,6,2,2,1,6,2,4,FALSE,1,4,"Germany",NA,NA,NA,3.24603091379624,78967433,79.7913607527508,10.2,12.1,18.8,71.4189268292683,34.041,90.525,18.1607786662562,18.6515578565261,20331.5720957886,0.890068699312494,349130,0.86,0,7,18.1845460849305,NA,3.24603091379624,3.35866826147039,NA,3.50643955130868,3.21539704912016,1.94135341120892,7.10956116396779,-0.26,NA,NA,0.51,NA,NA,3.86
"62",1974,"Group 1","T-13","Chile","CHL",3,0,2,1,1,2,-1,2,3,2,0,6,2,4,FALSE,0,-4,"Chile",NA,NA,NA,7.10956116396779,10505817,78.1026484240847,26.093,7.406,61.1,65.085,20.442,99.645,19.0915586902565,18.8677511752827,3959.79582475475,1.2495800122858,743532,0.071,2,2,16.1674396617264,NA,7.10956116396779,2.88728955692843,2.99867169564358,3.24603091379624,NA,NA,NA,3.86,-0.47,NA,-0.26,NA,NA,NA
"63",1974,"Group 2","T-87","Yugoslavia","YUG",3,1,2,0,10,1,9,5,1,2,1,5,5,0,TRUE,1,0,"Yugoslavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.50643955130868,7.10956116396779,1.65918367346939,3.21539704912016,1.94135341120892,NA,NA,0.51,3.86,NA,NA,NA
"64",1974,"Group 2","T-09","Brazil","BRA",3,1,2,0,3,0,3,5,2,2,1,5,5,0,TRUE,1,0,"Brazil",NA,NA,NA,1.94135341120892,105089675,58.7085334377884,33.682,9.662,93.1,59.081,18,99.634,7.67312781088189,13.2946502579637,5013.81667045545,8.15393868457201,8358140,0.175,7,2,18.4703245912497,50,1.94135341120892,2.99867169564358,3.24603091379624,NA,2.07062677398957,NA,NA,NA,NA,-0.26,NA,0.41,NA,NA
"65",1974,"Group 2","T-64","Scotland","SCO",3,1,2,0,3,1,2,5,3,2,0,5,5,0,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50643955130868,7.10956116396779,1.94135341120892,4.71914405808177,1.65918367346939,3.21539704912016,NA,0.51,3.86,NA,2.65,NA,NA
"66",1974,"Group 3","T-74","Sweden","SWE",3,1,2,0,3,0,3,5,2,2,1,5,2,3,FALSE,1,3,"Sweden",NA,NA,NA,3.21539704912016,8159955,82.4984771597006,13.5,10.6,9.3,74.9804878048781,34.308,99.067,29.5363431328953,29.7701913026753,26887.3346708697,3.19819561873223,407339.7,0.901,0,NA,15.9147492122192,NA,3.21539704912016,3.24603091379624,NA,NA,3.15148731411781,2.07062677398957,NA,NA,-0.26,NA,NA,-1.57,0.41,NA
"67",1974,"Group 3","T-10","Bulgaria","BGR",3,0,2,1,2,5,-3,2,3,2,0,5,2,3,FALSE,0,-3,"Bulgaria",NA,NA,NA,NA,8678745,58.0859909057617,17.2,9.8,24.6,71.2080487804878,32.606,99.792,NA,NA,NA,NA,110630,0.176,0,7,15.9763874909296,NA,NA,7.10956116396779,1.94135341120892,3.21539704912016,3.03531502721566,4.71914405808177,1.65918367346939,NA,3.86,NA,NA,-0.12,2.65,NA
"68",1974,"Group 4","T-03","Argentina","ARG",3,1,1,1,7,5,2,4,2,2,1,4,4,0,TRUE,1,0,"Argentina",NA,NA,NA,1.65918367346939,25461351,80.5835904331507,24.493,9.25,55.4,66.405,25.932,97.792,6.9025707976099,6.28900906002225,10100.4469136163,5.5338043957736,2736690,0.565,2,2,17.0526722133149,NA,1.65918367346939,NA,NA,NA,2.48802286726519,3.15148731411781,2.07062677398957,NA,NA,NA,NA,-0.55,-1.57,0.41
"69",1974,"Group 4","T-41","Italy","ITA",3,1,1,1,5,4,1,4,3,2,0,4,4,0,TRUE,0,0,"Italy",NA,NA,NA,2.07062677398957,55110868,65.6630191855156,15.8,9.7,22.4,72.7343902439025,32.481,94.618,18.4814222840373,22.2276464542269,18426.9080027171,5.50014109691006,294110,0.749,0,2,17.8248574960529,NA,2.07062677398957,1.94135341120892,3.21539704912016,1.65918367346939,1.59967155032807,3.03531502721566,4.71914405808177,0.41,NA,NA,NA,-0.89,-0.12,2.65
"70",1978,"Group 1","T-03","Argentina","ARG",3,2,0,1,4,3,1,6,2,2,1,6,3,3,FALSE,1,3,"Argentina",NA,NA,NA,4.71914405808177,27132158,82.098418212487,25.383,8.856,43.3,67.999,25.992,97.305,8.60838993811478,5.71540643432211,9480.94009490414,-4.50612480201359,2736690,0.071,2,2,17.1162302244131,NA,4.71914405808177,NA,NA,2.07062677398957,2.35795730062073,2.48802286726519,3.15148731411781,2.65,NA,NA,0.41,0.76,-0.55,-1.57
"71",1978,"Group 1","T-30","France","FRA",3,1,0,2,5,5,0,3,3,2,0,6,3,3,FALSE,0,-3,"France",NA,NA,NA,3.15148731411781,54734030,73.1746727920795,14.1,10.2,11,73.6024390243903,30.791,95.613,21.2810527877112,19.8378035751119,22078.7228161384,3.94936216342872,538950,0.855,0,12,17.8179961946135,23.95,3.15148731411781,3.21539704912016,1.65918367346939,4.71914405808177,2.74707053060561,1.59967155032807,3.03531502721566,-1.57,NA,NA,2.65,0.39,-0.89,-0.12
"72",1978,"Group 2","T-86","West Germany","DEU",3,1,2,0,6,0,6,5,2,2,1,5,4,1,FALSE,1,1,"Germany",NA,NA,NA,3.03531502721566,78091820,79.8832049826069,10.4,12.2,14.4,72.2904146341464,35.434,90.304,17.5630441516694,19.4766248118585,22771.1009028119,3.00849288842491,349130,0.862,0,8,18.1733958718086,NA,3.03531502721566,NA,2.07062677398957,3.15148731411781,NA,2.35795730062073,2.48802286726519,-0.12,NA,0.41,-1.57,NA,0.76,-0.55
"73",1978,"Group 2","T-79","Tunisia","TUN",3,1,1,1,3,2,1,4,3,2,0,5,4,1,FALSE,0,-1,"Tunisia",NA,NA,NA,2.48802286726519,6309390,51.0274318383259,36.394,8.934,68.9,62.147,17.019,101.096,30.9634043238456,38.7374693023069,1717.12055168258,6.44047353293125,155360,0.191,6,3,15.6575495578951,NA,2.48802286726519,1.65918367346939,4.71914405808177,3.03531502721566,2.0053729031431,2.74707053060561,1.59967155032807,-0.55,NA,2.65,-0.12,NA,0.39,-0.89
"74",1978,"Group 3","T-09","Brazil","BRA",3,1,2,0,2,1,1,5,2,2,1,5,4,1,FALSE,1,1,"Brazil",NA,NA,NA,1.59967155032807,115600942,64.9789705346081,32.979,8.941,82.8,60.922,18.786,99.529,6.69298607932397,7.88490151920172,5821.49064272897,4.96989768924738,8358140,0.188,7,2,18.5656546629583,50,1.59967155032807,2.07062677398957,3.15148731411781,2.48802286726519,1.99051914580265,NA,2.35795730062073,-0.89,0.41,-1.57,-0.55,-0.01,NA,0.76
"75",1978,"Group 3","T-73","Spain","ESP",3,1,1,1,2,2,0,4,3,2,0,5,4,1,FALSE,0,-1,"Spain",NA,NA,NA,2.35795730062073,36864898,70.6197196721181,17.3,8.1,14.6,74.2956097560976,29.362,96.246,13.9043827578068,13.8554398523551,14805.9881866507,1.46300333315605,499530,0.764,0,4,17.42277038255,NA,2.35795730062073,4.71914405808177,3.03531502721566,1.59967155032807,3.02023629678599,2.0053729031431,2.74707053060561,0.76,2.65,-0.12,-0.89,1.03,NA,0.39
"76",1978,"Group 4","T-48","Netherlands","NLD",3,1,1,1,5,3,2,4,2,2,1,4,4,0,TRUE,1,0,"Netherlands (the)",NA,NA,NA,2.74707053060561,13941700,64.6237502098191,12.6,8.2,9.3,75.1451219512195,29.621,98.722,44.2261444071507,42.2557735338926,26052.3514223611,2.696246606415,33760,0.845,0,3,16.4503949070807,NA,2.74707053060561,3.15148731411781,2.48802286726519,2.35795730062073,1.41299673018358,1.99051914580265,NA,0.39,-1.57,-0.55,0.76,-1.61,-0.01,NA
"77",1978,"Group 4","T-64","Scotland","SCO",3,1,1,1,5,6,-1,4,3,2,0,4,4,0,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03531502721566,1.59967155032807,2.74707053060561,2.06309744064138,3.02023629678599,2.0053729031431,NA,-0.12,-0.89,0.39,0.65,1.03,NA
"78",1982,"Group 1","T-41","Italy","ITA",3,0,3,0,2,2,0,3,2,2,1,3,3,0,TRUE,1,0,"Italy",NA,NA,NA,2.0053729031431,56543548,66.8973453437563,10.9,9.5,12.6,74.8146341463415,33.6,94.681,21.0714065903986,22.3368353948196,22135.1628545397,0.413585694308892,294110,0.809,0,4,17.8505216602948,NA,2.0053729031431,2.48802286726519,2.35795730062073,NA,2.70455793520044,1.41299673018358,1.99051914580265,NA,-0.55,0.76,NA,0.64,-1.61,-0.01
"79",1982,"Group 1","T-11","Cameroon","CMR",3,0,3,0,1,1,0,3,3,2,0,3,3,0,TRUE,0,0,"Cameroon",NA,NA,NA,1.99051914580265,9028678,34.1047126957522,46.131,15.711,100.3,51.801,16.423,97.267,33.2143378608076,28.9110556581534,1549.61272438048,7.51620260513882,472710,0.169,6,NA,16.0159165137896,NA,1.99051914580265,1.59967155032807,2.74707053060561,2.0053729031431,3.24330699374926,2.06309744064138,3.02023629678599,-0.01,-0.89,0.39,NA,0.54,0.65,1.03
"80",1982,"Group 2","T-86","West Germany","DEU",3,2,0,1,6,3,3,6,1,2,1,6,6,0,TRUE,1,0,"Germany",NA,NA,NA,3.02023629678599,78333366,79.9445881772863,11,12,11,73.3331463414634,35.71,91.154,20.7827983785804,23.4369613217397,24007.8669264184,-0.394840735634787,349130,0.869,0,8,18.1764842004615,NA,3.02023629678599,2.35795730062073,NA,1.99051914580265,3.2238391338373,2.70455793520044,1.41299673018358,1.03,0.76,NA,-0.01,-0.02,0.64,-1.61
"81",1982,"Group 2","T-05","Austria","AUT",3,2,0,1,3,1,2,6,2,2,1,6,6,0,TRUE,1,0,"Austria",NA,NA,NA,1.41299673018358,7574140,55.7973637584991,12.5,12.1,12.5,72.9609756097561,33.692,89.948,31.8663113136246,32.5029290834582,25768.2192735584,2.01125455462991,82520,0.855,0,1,15.8402503715614,NA,1.41299673018358,2.74707053060561,2.0053729031431,3.02023629678599,NA,3.24330699374926,2.06309744064138,-1.61,0.39,NA,1.03,NA,0.54,0.65
"82",1982,"Group 2","T-01","Algeria","DZA",3,2,0,1,5,5,0,6,3,2,0,6,6,0,TRUE,0,0,"Algeria",NA,NA,NA,2.06309744064138,19872348,44.7541429186646,41.226,10.006,86.9,59.594,15.779,106.442,30.9248563230201,28.9980749459833,3840.57538596882,6.40000411483896,2381740,0.205,6,5,16.8048397756393,100,2.06309744064138,NA,1.99051914580265,1.41299673018358,2.66030674579303,3.2238391338373,2.70455793520044,0.65,NA,-0.01,-1.61,NA,-0.02,0.64
"83",1982,"Group 3","T-03","Argentina","ARG",3,2,0,1,6,2,4,6,2,2,1,6,4,2,FALSE,1,2,"Argentina",NA,NA,NA,2.70455793520044,28924262,83.6905247145442,23.771,8.838,31.1,68.973,26.014,97.073,9.09049307859512,6.52099302139343,9365.68465387847,-0.735659159103619,2736690,0.074,2,2,17.1801913164575,NA,2.70455793520044,2.0053729031431,3.02023629678599,2.06309744064138,NA,NA,3.24330699374926,0.64,NA,1.03,0.65,NA,NA,0.54
"84",1982,"Group 3","T-36","Hungary","HUN",3,1,1,1,12,6,6,4,3,2,0,6,4,2,FALSE,0,-2,"Hungary",NA,NA,NA,3.24330699374926,10705535,58.5060126756435,12.5,13.5,19.8,69.3578048780488,33.454,93.644,NA,NA,7914.90849341219,2.84108854244893,89890,0.136,0,14,16.1862714554036,NA,3.24330699374926,1.99051914580265,1.41299673018358,2.70455793520044,NA,2.66030674579303,3.2238391338373,0.54,-0.01,-1.61,0.64,NA,NA,-0.02
"85",1982,"Group 4","T-30","France","FRA",3,1,1,1,6,5,1,4,2,2,1,4,2,2,FALSE,1,2,"France",NA,NA,NA,3.2238391338373,55806789,73.3522531908044,14.2,10,9.4,74.5,31.818,95.33,22.3846907073758,24.7583430182574,23666.5121788084,2.44251268690125,538950,0.868,0,12,17.8374060866174,NA,3.2238391338373,3.02023629678599,2.06309744064138,3.24330699374926,NA,NA,NA,-0.02,1.03,0.65,0.54,NA,NA,NA
"86",1982,"Group 4","T-21","Czechoslovakia","CSK",3,0,2,1,2,4,-2,2,3,2,0,4,2,2,FALSE,0,-2,"Czechoslovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,1.41299673018358,2.70455793520044,3.2238391338373,1.97714264210667,NA,2.66030674579303,NA,-1.61,0.64,-0.02,NA,NA,NA
"87",1982,"Group 5","T-73","Spain","ESP",3,1,1,1,3,3,0,4,2,2,1,4,4,0,TRUE,1,0,"Spain",NA,NA,NA,2.66030674579303,37986012,72.3864629768046,13.6,7.5,10.7,76.1341463414634,30.135,96.443,17.0074994617791,19.5651063458232,14855.9108518513,1.2464617922282,499460,0.88,0,4,17.4527285446601,23.125,2.66030674579303,2.06309744064138,3.24330699374926,NA,NA,NA,NA,NA,0.65,0.54,NA,NA,NA,NA
"88",1982,"Group 5","T-87","Yugoslavia","YUG",3,1,1,1,2,2,0,4,3,2,0,4,4,0,TRUE,0,0,"Yugoslavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,2.70455793520044,3.2238391338373,2.66030674579303,3.80406563785285,1.97714264210667,NA,NA,0.64,-0.02,NA,NA,NA,NA
"89",1982,"Group 6","T-72","Soviet Union","SUN",3,1,1,1,6,4,2,4,2,2,1,4,4,0,TRUE,1,0,"USSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3.24330699374926,NA,NA,2.95377262399122,NA,NA,NA,0.54,NA,NA,-0.85,NA,NA
"90",1982,"Group 6","T-64","Scotland","SCO",3,1,1,1,8,8,0,4,3,2,0,4,4,0,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2238391338373,2.66030674579303,NA,NA,3.80406563785285,1.97714264210667,NA,-0.02,NA,NA,NA,NA,NA
"91",1986,"Group A","T-41","Italy","ITA",3,1,2,0,5,4,1,5,2,2,1,5,2,3,FALSE,1,3,"Italy",NA,NA,NA,1.97714264210667,56596155,66.8093932934176,9.8,9.6,9.9,75.7707317073171,34.88,94.543,18.6609114788167,17.4192779224801,24420.0802858599,2.85997186889063,294110,0.825,0,3,17.8514516080037,NA,1.97714264210667,NA,NA,NA,3.08576501575346,2.95377262399122,NA,NA,NA,NA,NA,NA,-0.85,NA
"92",1986,"Group A","T-10","Bulgaria","BGR",3,0,2,1,2,4,-2,2,3,2,0,5,2,3,FALSE,0,-3,"Bulgaria",NA,NA,NA,NA,8958171,65.2507095336914,13.4,11.6,14.9,71.7307317073171,34.625,98.055,40.0336395168459,43.4699248775556,4164.71967876517,4.20760200326254,110630,0.18,0,13,16.0080766346496,100,NA,2.66030674579303,NA,1.97714264210667,3.22373254959589,NA,3.80406563785285,NA,NA,NA,NA,0.14,NA,NA
"93",1986,"Group B","T-55","Paraguay","PRY",3,1,2,0,4,3,1,5,2,2,1,5,4,1,FALSE,1,1,"Paraguay",NA,NA,NA,3.80406563785285,3611474,46.1489095256024,36.547,7.258,43.3,66.172,18.074,101.578,34.2863027591859,32.8492521646053,3575.79690422276,4.96483566571362,397300,0.164,2,3,15.0996265572224,NA,3.80406563785285,NA,NA,NA,2.6250366796807,3.08576501575346,2.95377262399122,NA,NA,NA,NA,-0.6,NA,-0.85
"94",1986,"Group B","T-06","Belgium","BEL",3,1,1,1,5,5,0,4,3,2,0,5,4,1,FALSE,0,-1,"Belgium",NA,NA,NA,2.95377262399122,9861823,77.0595057745216,11.9,11.3,9.5,74.7317073170732,34.391,95.457,57.2830498325525,55.0439747012999,26174.7550878409,1.82276203316596,NA,0.86,0,3,16.1041815979272,NA,2.95377262399122,NA,1.97714264210667,3.80406563785285,NA,3.22373254959589,NA,-0.85,NA,NA,NA,NA,0.14,NA
"95",1986,"Group C","T-72","Soviet Union","SUN",3,2,1,0,9,1,8,7,1,2,1,7,3,4,FALSE,1,4,"USSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.95377262399122,1.78721366645198,2.6250366796807,3.08576501575346,NA,NA,NA,-0.85,NA,-0.6,NA
"96",1986,"Group C","T-30","France","FRA",3,2,1,0,5,1,4,7,2,2,1,7,3,4,FALSE,1,4,"France",NA,NA,NA,3.08576501575346,56956002,73.6440191686816,14.1,9.7,8.3,75.6,32.742,94.76,21.3836921824756,21.1202179601987,24813.0302579158,2.38953554470334,538950,0.868,0,12,17.8577896329978,19.4,3.08576501575346,1.97714264210667,3.80406563785285,NA,2.77739964953778,NA,3.22373254959589,NA,NA,NA,NA,0.99,NA,0.14
"97",1986,"Group C","T-36","Hungary","HUN",3,1,0,2,2,9,-7,3,3,2,0,7,3,4,FALSE,0,-4,"Hungary",NA,NA,NA,3.22373254959589,10630564,59.7298883576261,12.1,13.8,18.5,69.1734146341463,34.312,92.954,NA,NA,8347.08001656719,1.53494882486977,89880,0.147,0,14,16.1792438062954,NA,3.22373254959589,NA,2.95377262399122,3.08576501575346,4.12128017967434,1.78721366645198,2.6250366796807,0.14,NA,-0.85,NA,1.34,NA,-0.6
"98",1986,"Group D","T-73","Spain","ESP",3,2,0,1,5,2,3,6,2,2,1,6,1,5,FALSE,1,5,"Spain",NA,NA,NA,2.6250366796807,38584624,73.8040123770958,11.4,8,8.8,76.5104878048781,31.153,96.513,18.22989596839,17.1621130339913,16005.9732611803,3.25332169179885,499440,0.891,0,4,17.4683644131069,19.02,2.6250366796807,3.80406563785285,NA,3.22373254959589,NA,2.77739964953778,NA,-0.6,NA,NA,0.14,NA,0.99,NA
"99",1986,"Group D","T-52","Northern Ireland","NIR",3,0,1,2,2,6,-4,1,3,2,0,6,1,5,FALSE,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95377262399122,3.08576501575346,2.6250366796807,2.94140353586042,4.12128017967434,1.78721366645198,NA,-0.85,NA,-0.6,NA,1.34,NA
"100",1986,"Group D","T-01","Algeria","DZA",3,0,1,2,1,5,-4,1,4,2,0,6,1,5,FALSE,0,-5,"Algeria",NA,NA,NA,1.78721366645198,22745499,48.8715285187873,36.092,7.003,48.9,65.273,16.522,106.547,12.8547573361278,23.1719532337981,3888.36475872916,0.400001002799627,2381740,0.207,6,3,16.9398778376333,NA,1.78721366645198,NA,3.22373254959589,NA,NA,NA,2.77739964953778,NA,NA,0.14,NA,NA,NA,0.99
"101",1986,"Group E","T-86","West Germany","DEU",3,1,1,1,3,4,-1,4,2,2,1,4,2,2,FALSE,1,2,"Germany",NA,NA,NA,2.77739964953778,77720436,79.9848477297039,10.9,11.9,8.7,74.3968292682927,36.04,91.691,21.1981870684832,21.5829962584816,26451.3009266847,2.28733925852798,349130,0.87,0,8,18.1686287923394,NA,2.77739964953778,3.08576501575346,2.6250366796807,1.78721366645198,1.19566026670559,2.94140353586042,4.12128017967434,0.99,NA,-0.6,NA,NA,NA,1.34
"102",1986,"Group E","T-84","Uruguay","URY",3,0,2,1,2,7,-5,2,3,2,0,4,2,2,FALSE,0,-2,"Uruguay",NA,NA,NA,4.12128017967434,3032845,87.5924935821549,17.795,9.715,24.2,72.187,29.495,95.569,26.215089241495,20.2686509839418,7663.58167679033,8.80980829469384,175020,0.819,2,2,14.9250116808479,NA,4.12128017967434,3.22373254959589,NA,2.77739964953778,4.54741504925103,NA,NA,1.34,0.14,NA,0.99,3.35,NA,NA
"103",1986,"Group F","T-28","England","ENG",3,1,1,1,3,1,2,4,2,2,1,4,4,0,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6250366796807,1.78721366645198,4.12128017967434,1.45090921225786,1.19566026670559,2.94140353586042,NA,-0.6,NA,1.34,-3.1,NA,NA
"104",1986,"Group F","T-57","Poland","POL",3,1,1,1,1,3,-2,4,3,2,0,4,4,0,TRUE,0,0,"Poland",NA,NA,NA,2.94140353586042,37456119,60.7310600195075,17,10.1,17.2,70.8487804878049,30.074,95.228,NA,NA,NA,NA,306290,0.19,0,9,17.4386806457689,NA,2.94140353586042,NA,2.77739964953778,NA,NA,4.54741504925103,NA,NA,NA,0.99,NA,NA,3.35,NA
"105",1990,"Group A","T-21","Czechoslovakia","CSK",3,2,0,1,6,3,3,6,2,2,1,6,3,3,FALSE,1,3,"Czechoslovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,1.78721366645198,4.12128017967434,2.94140353586042,NA,1.45090921225786,1.19566026670559,NA,NA,1.34,NA,NA,-3.1,NA
"106",1990,"Group A","T-05","Austria","AUT",3,1,0,2,2,3,-1,3,3,2,0,6,3,3,FALSE,0,-3,"Austria",0.782802559657105,0.931805703223814,125.978832666415,1.19566026670559,7677850,64.110852115312,11.8,10.8,8,75.5682926829269,34.584,91.829,35.8377852549483,35.9316966914597,31167.1857978698,4.34564183768971,82520,0.859,0,1,15.8538501180145,31.5,1.19566026670559,2.77739964953778,NA,NA,NA,NA,4.54741504925103,NA,0.99,NA,NA,NA,NA,3.35
"107",1990,"Group B","T-61","Romania","ROU",3,1,1,1,4,3,1,4,2,2,1,4,4,0,TRUE,1,0,"Romania",0.573992583850521,2.79309165292644,236.918936496612,4.54741504925103,23201835,54.213790243794,13.6,10.6,24.6,69.7412195121951,32.125,94.136,16.726891246066,26.1802074833897,5019.43702748333,NA,229350,0.518,0,8,16.9597419283363,27,4.54741504925103,4.12128017967434,2.94140353586042,1.19566026670559,1.86015929954807,NA,1.45090921225786,3.35,1.34,NA,NA,NA,NA,-3.1
"108",1990,"Group B","T-03","Argentina","ARG",3,1,1,1,3,2,1,4,3,2,0,4,4,0,TRUE,0,0,"Argentina",0.243288981398987,1.10175351187863,104.562611466293,1.45090921225786,32755901,86.9197327116719,22.078,7.832,24.8,71.615,26.292,96.957,10.3595365925264,4.63132240741775,8115.09386370753,-2.46721377810472,2736690,0.827,2,3,17.3045936870206,NA,1.45090921225786,NA,NA,4.54741504925103,2.35544045891723,NA,NA,-3.1,NA,NA,3.35,0.5,NA,NA
"109",1990,"Group C","T-17","Costa Rica","CRI",3,2,0,1,3,2,1,6,2,2,1,6,3,3,FALSE,1,3,"Costa Rica",NA,NA,NA,NA,3121706,48.5798206865317,26.653,3.676,14.4,76.094,21.711,100.683,34.1902683361643,41.0948958578585,6037.05111668102,3.55306336572285,51060,0.894,2,3,14.9538902052196,47.4,NA,2.94140353586042,1.19566026670559,1.45090921225786,3.52740166449266,1.86015929954807,NA,NA,NA,NA,-3.1,1.17,NA,NA
