"","year","group_name","team_id","country_name.x","country_code","matches_played","wins","draws","losses","goals_for","goals_against","goal_difference","points","rank","teams_qualifying","qualified","min_qualifier_points","max_non_qualifier_points","points_gap","tie_at_cutoff","treatment","points_diff","country_name.y","bicc_milper","bicc_milexp","bicc_gmi","wdi_expmil","wdi_pop","wdi_popurb","wdi_birth","wdi_death","wdi_mortinf","wdi_lifexp","wpp_medianage","wpp_sexratio","wdi_export","wdi_import","wdi_gdpcapcon2015","wdi_gdpgr","wdi_area","vdem_polyarchy","ht_colonial","atop_number","wdi_pop_log","v2paseatshare","milex","milex5yb","milex3yb","milex1yb","milex5ya","milex3ya","milex1ya","dmilex","dmilex5yb","dmilex3yb","dmilex1yb","dmilex5ya","dmilex3ya","dmilex1ya"
"110",1990,"Group C","T-64","Scotland","SCO",3,1,0,2,2,3,-1,3,3,2,0,6,3,3,FALSE,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54741504925103,NA,2.36901988510143,2.35544045891723,NA,NA,NA,3.35,NA,-1.16,0.5,NA
"111",1990,"Group D","T-87","Yugoslavia","YUG",3,2,0,1,6,5,1,6,2,2,1,6,4,2,FALSE,1,2,"Yugoslavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1.19566026670559,1.45090921225786,NA,1.20350328404375,3.52740166449266,1.86015929954807,NA,NA,-3.1,NA,-1.17,1.17,NA
"112",1990,"Group D","T-16","Colombia","COL",3,1,1,1,3,2,1,4,3,2,0,6,4,2,FALSE,0,-2,"Colombia",0.945271818718118,1.35582848982991,100.696016327104,1.86015929954807,32440069,69.4907571843537,26.899,5.863,29.6,68.701,20.809,99.724,18.8626690286416,15.9151413516665,3714.1849928328,4.28199833053058,1109500,0.472,2,3,17.2949049142129,45.9,1.86015929954807,4.54741504925103,NA,NA,1.33228409403183,2.36901988510143,2.35544045891723,NA,3.35,NA,NA,0.13,-1.16,0.5
"113",1990,"Group E","T-06","Belgium","BEL",3,2,0,1,6,3,3,6,2,2,1,6,4,2,FALSE,1,2,"Belgium",1.2590959886257,1.50276689379772,184.709629890921,2.35544045891723,9967379,78.5554278990186,12.4,10.4,8.3,76.0519512195122,35.27,95.553,61.6136909555393,59.8541601189252,29609.6207516724,3.13740221731629,NA,0.872,0,3,16.1148282187107,NA,2.35544045891723,1.45090921225786,NA,1.86015929954807,4.2152646751779,1.20350328404375,3.52740166449266,0.5,-3.1,NA,NA,2.88,-1.17,1.17
"114",1990,"Group E","T-84","Uruguay","URY",3,1,1,1,2,3,-1,4,3,2,0,6,4,2,FALSE,0,-2,"Uruguay",0.451967391298751,1.73209984900048,143.329285274403,3.52740166449266,3104403,89.0930129250252,17.931,9.653,20.8,72.994,29.86,95.286,23.5321233746953,18.0963487443961,8320.3559048693,0.297348378681562,175020,0.841,2,2,14.948331984332,NA,3.52740166449266,NA,NA,2.35544045891723,2.10703239487222,1.33228409403183,2.36901988510143,1.17,NA,NA,0.5,-2.11,0.13,-1.16
"115",1990,"Group F","T-48","Netherlands","NLD",3,0,3,0,2,2,0,3,2,2,1,3,3,0,TRUE,1,0,"Netherlands (the)",0.765588747217975,1.5053227088124,170.693207113381,2.36901988510143,14951510,68.9873866123858,13.2,8.6,6.8,76.8780487804878,33.295,97.278,54.8626549304423,49.2530257831818,31308.9134208148,4.18322279220835,33760,0.86,0,3,16.520322856045,NA,2.36901988510143,NA,1.86015929954807,3.52740166449266,4.5237006553879,4.2152646751779,1.20350328404375,-1.16,NA,NA,1.17,2.42,2.88,-1.17
"116",1990,"Group F","T-60","Republic of Ireland","IRL",3,0,3,0,2,2,0,3,3,2,0,3,3,0,TRUE,0,0,"Ireland",0.53919850337563,0.956864198628864,90.7789718185826,1.20350328404375,3513974,56.9095941132045,15.1,8.9,7.6,74.8460731707317,28.235,98.881,54.7062192383618,50.3232067349584,23456.999356198,8.46652776398362,68890,0.857,0,1,15.0722581487263,NA,1.20350328404375,NA,2.35544045891723,2.36901988510143,2.00133740218861,2.10703239487222,1.33228409403183,-1.17,NA,0.5,-1.16,-2.52,-2.11,0.13
"117",1994,"Group A","T-75","Switzerland","CHE",3,1,1,1,5,4,1,4,2,2,1,4,4,0,TRUE,1,0,"Switzerland",0.676719110387455,0.998316634723265,158.808904727347,1.33228409403183,6993795,70.9804424734025,11.9,8.9,5.5,78.35,36.084,95.496,40.0645979697992,36.0907658405644,67391.8444211439,1.26975779924055,39529.59,0.883,0,2,15.760533885338,NA,1.33228409403183,1.86015929954807,3.52740166449266,1.20350328404375,3.19275266895546,4.5237006553879,4.2152646751779,0.13,NA,1.17,-1.17,1.19,2.42,2.88
"118",1994,"Group A","T-83","United States","USA",3,1,1,1,3,3,0,4,3,2,0,4,4,0,TRUE,0,0,"United States of America (the)",0.389803766783696,1.96193738512288,186.507197872795,4.2152646751779,263126000,76.7405657773027,15,8.8,8.2,75.619512195122,32.863,97.393,9.89314741556332,11.162311746182,40907.0184352707,4.02902272983438,9158960,0.868,0,16,19.3881435628688,49.9,4.2152646751779,2.35544045891723,2.36901988510143,1.33228409403183,0.781452287737133,2.00133740218861,2.10703239487222,2.88,0.5,-1.16,0.13,-2.41,-2.52,-2.11
"119",1994,"Group B","T-74","Sweden","SWE",3,1,2,0,6,4,2,5,2,2,1,5,3,2,FALSE,1,2,"Sweden",1.25455541439014,1.39214227817734,181.437073910153,2.10703239487222,8780745,83.8312298868944,12.8,10.5,4.4,78.650243902439,37.382,97.675,33.8120706636247,30.1376709836896,33862.4221711967,4.01576585901515,407339.7,0.912,0,1,15.9880718139478,15.9333333333333,2.10703239487222,3.52740166449266,1.20350328404375,4.2152646751779,1.45703853325047,3.19275266895546,4.5237006553879,-2.11,1.17,-1.17,2.88,0.68,1.19,2.42
"120",1994,"Group B","T-62","Russia","RUS",3,1,0,2,7,6,1,3,3,2,0,5,3,2,FALSE,0,-2,"Russian Federation (the)",1.98804234165428,2.28900002447513,258.10499807757,4.5237006553879,148407912,72.9541091918945,9.5,15.7,17.8,64.4670731707317,33.687,88.36,27.7583790421613,23.1953336062219,5071.74267578125,-12.5697559802151,16381330,0.477,0,42,18.8154752026402,NA,4.5237006553879,2.36901988510143,1.33228409403183,2.10703239487222,2.49261728620574,0.781452287737133,2.00133740218861,2.42,-1.16,0.13,-2.11,1.04,-2.41,-2.52
"121",1994,"Group C","T-73","Spain","ESP",3,1,2,0,6,4,2,5,2,2,1,5,2,3,FALSE,1,3,"Spain",0.707885625923123,1.3477633128677,138.966201120886,2.00133740218861,39549108,75.4723725309182,9.4,8.6,5.9,77.9014634146342,33.929,96.332,20.3474893800026,21.3483907299537,19762.3886289154,2.38319537908909,499440,0.893,0,14,17.4930536981941,NA,2.00133740218861,1.20350328404375,4.2152646751779,4.5237006553879,0.476011477226271,1.45703853325047,3.19275266895546,-2.52,-1.17,2.88,2.42,-2.02,0.68,1.19
"122",1994,"Group C","T-71","South Korea","KOR",3,0,2,1,4,5,-1,2,3,2,0,5,2,3,FALSE,0,-3,"Korea (the Republic of)",2.12911984606145,2.03250969141475,231.281939689965,3.19275266895546,44641540,77.8585649228147,16,5.4,8.8,73.3975609756098,27.851,103.899,23.5069868149485,24.234837398564,12817.2447824958,9.3718357757101,96460,0.737,0,3,17.6141753736502,NA,3.19275266895546,1.33228409403183,2.10703239487222,2.00133740218861,1.71374275955101,2.49261728620574,0.781452287737133,1.19,0.13,-2.11,-2.52,1.24,1.04,-2.41
"123",1994,"Group D","T-50","Nigeria","NGA",3,2,0,1,6,2,4,6,1,2,1,6,6,0,TRUE,1,0,"Nigeria",0.0370795564738785,0.826174866769911,66.9377310451659,0.781452287737133,107935714,38.3306573470114,43.991,18.65,105.8,45.748,16.381,99.637,NA,NA,1433.3886109229,-1.81492448525675,910770,0.194,5,2,18.4970463671217,NA,0.781452287737133,4.2152646751779,4.5237006553879,3.19275266895546,1.10873259118524,0.476011477226271,1.45703853325047,-2.41,2.88,2.42,1.19,-0.61,-2.02,0.68
"124",1994,"Group D","T-03","Argentina","ARG",3,2,0,1,6,3,3,6,2,2,1,6,6,0,TRUE,1,0,"Argentina",0.427241616510857,1.08476736389518,100.163946272844,1.45703853325047,34613491,87.964582650281,21.414,7.49,22,72.732,26.387,97.053,7.52994872591672,10.6043971410814,10359.8927204871,5.83620070368526,2736690,0.835,2,3,17.3597540773263,NA,1.45703853325047,2.10703239487222,2.00133740218861,0.781452287737133,2.67698123806063,1.71374275955101,2.49261728620574,0.68,-2.11,-2.52,-2.41,1.57,1.24,1.04
"125",1994,"Group D","T-10","Bulgaria","BGR",3,2,0,1,6,3,3,6,3,2,0,6,6,0,TRUE,0,0,"Bulgaria",1.52469531679346,1.69535171862313,225.036974533206,2.49261728620574,8443591,67.7225112915039,9.4,13.2,15.4,71.2087804878049,37.011,96.23,45.0475646879757,45.6725646879757,3891.38240422337,1.81801131807214,110630,0.691,0,20,15.9489182500174,23.675,2.49261728620574,4.5237006553879,3.19275266895546,1.45703853325047,1.91306097545144,1.10873259118524,0.476011477226271,1.04,2.42,1.19,0.68,-0.76,-0.61,-2.02
"126",1994,"Group E","T-46","Mexico","MEX",3,1,1,1,3,3,0,4,1,2,1,4,4,0,TRUE,1,0,"Mexico",0.355671075684345,0.522714799090268,43.4936948134179,0.476011477226271,89259205,72.9565584912625,27.744,5.788,31.4,70.302,19.981,96.114,12.7545957125272,16.403876421631,8623.48043007968,4.39412788764169,1943950,0.47,2,2,18.3070551105606,32.6666666666667,0.476011477226271,2.00133740218861,0.781452287737133,2.49261728620574,10.644781673538,2.67698123806063,1.71374275955101,-2.02,-2.52,-2.41,1.04,8.73,1.57,1.24
"127",1994,"Group E","T-41","Italy","ITA",3,1,1,1,2,2,0,4,2,2,1,4,4,0,TRUE,1,0,"Italy",0.853370954817905,1.22847559529504,136.362945469999,1.71374275955101,56843400,66.7649491303665,9.4,9.7,6.8,77.9219512195122,37.588,94.007,21.8207959673733,18.5412066407533,28583.6255328648,2.15102367074849,294110,0.836,0,10,17.8558106764345,10,1.71374275955101,3.19275266895546,1.45703853325047,0.476011477226271,1.67714315012305,1.91306097545144,1.10873259118524,1.24,1.19,0.68,-2.02,-8.97,-0.76,-0.61
"128",1994,"Group E","T-60","Republic of Ireland","IRL",3,1,1,1,2,2,0,4,3,2,0,4,4,0,TRUE,0,0,"Ireland",0.487025145501442,0.91042949680601,88.300621677121,1.10873259118524,3590386,57.6989865369237,13.4,8.6,6.1,75.7866341463415,29.605,98.838,67.9600321066691,58.5288692878587,26263.7091752353,5.75582797061618,68890,0.872,0,2,15.0937702755759,NA,1.10873259118524,0.781452287737133,2.49261728620574,1.71374275955101,2.15582766096953,10.644781673538,2.67698123806063,-0.61,-2.41,1.04,1.24,0.48,8.73,1.57
"129",1994,"Group E","T-53","Norway","NOR",3,1,1,1,1,1,0,4,4,2,0,4,4,0,TRUE,0,0,"Norway",1.21783972274605,1.65074593825695,182.08573770961,2.67698123806063,4336613,73.6500015258789,13.9,10.2,4.9,77.689756097561,34.923,97.824,36.7440445275634,30.8905512671052,56343.0105353048,5.0552739968782,365244,0.883,0,2,15.2826041866479,NA,2.67698123806063,1.45703853325047,0.476011477226271,1.10873259118524,3.4563343607373,1.67714315012305,1.91306097545144,1.57,0.68,-2.02,-0.61,1.3,-8.97,-0.76
"130",1994,"Group F","T-48","Netherlands","NLD",3,2,0,1,4,3,1,6,1,2,1,6,6,0,TRUE,1,0,"Netherlands (the)",0.564937743741077,1.31044300139331,146.829421309781,1.91306097545144,15382838,70.4100572065956,12.7,8.7,5.9,77.3751219512195,34.369,97.415,55.1862017827787,47.8598271711194,33054.4495589641,2.96109249092605,33760,0.862,0,4,16.5487630303767,21.025,1.91306097545144,2.49261728620574,1.71374275955101,2.67698123806063,2.57620115809555,2.15582766096953,10.644781673538,-0.76,1.04,1.24,1.57,-0.88,0.48,8.73
"131",1994,"Group F","T-63","Saudi Arabia","SAU",3,2,0,1,4,3,1,6,2,2,1,6,6,0,TRUE,1,0,"Saudi Arabia",0.323151738866382,3.96701495717024,299.029176741882,10.644781673538,12750040,78.64816223271,33.417,3.821,29.9,70.587,18.541,117.637,34.0009481856073,26.0703632736108,24808.6528928409,0.952965973086691,2149690,0.016,0,4,16.3610449668187,NA,10.644781673538,0.476011477226271,1.10873259118524,1.91306097545144,1.01807286299799,3.4563343607373,1.67714315012305,8.73,-2.02,-0.61,-0.76,-1.56,1.3,-8.97
"132",1994,"Group F","T-06","Belgium","BEL",3,2,0,1,2,1,1,6,3,2,0,6,6,0,TRUE,0,0,"Belgium",0.745982874336248,1.19745454753855,139.496594466283,1.67714315012305,10115603,79.9914812124564,11.5,10.3,6.8,76.6917073170732,36.167,95.732,58.4249593454229,54.8073406881894,30839.2414336465,3.22697145426247,NA,0.876,0,4,16.1295896412411,NA,1.67714315012305,1.71374275955101,2.67698123806063,10.644781673538,1.39650943786737,2.57620115809555,2.15582766096953,-8.97,1.24,1.57,8.73,0.38,-0.88,0.48
"133",1998,"Group A","T-53","Norway","NOR",3,1,2,0,5,4,1,5,2,2,1,5,4,1,FALSE,1,1,"Norway",1.00474627961449,1.38121284928002,157.859506783133,2.15582766096953,4431464,75.3306335451989,13.2,10,4.1,78.3292682926829,35.53,97.913,36.7545972571568,34.8680869274536,65197.9463077391,2.66868660973638,365244,0.879,0,2,15.3042405614674,NA,2.15582766096953,1.10873259118524,1.91306097545144,1.67714315012305,1.60907118109632,1.01807286299799,3.4563343607373,0.48,-0.61,-0.76,-8.97,0.21,-1.56,1.3
"134",1998,"Group A","T-47","Morocco","MAR",3,1,1,1,5,5,0,4,3,2,0,5,4,1,FALSE,0,-1,"Morocco",0.465888007896859,2.09156714910266,161.609461669486,3.4563343607373,27621648,52.9553071144083,24.478,6.644,48.7,66.008,20.814,100.348,21.0424357067532,24.629923887646,1931.74047851563,7.23855267691987,446300,0.213,6,4,17.1341103710735,NA,3.4563343607373,2.67698123806063,10.644781673538,2.15582766096953,1.38316672312245,1.39650943786737,2.57620115809555,1.3,1.57,8.73,0.48,-0.23,0.38,-0.88
"135",1998,"Group B","T-13","Chile","CHL",3,0,3,0,4,4,0,3,2,2,1,3,2,1,FALSE,1,1,"Chile",0.435335031617717,1.62753618528577,138.336328433243,2.57620115809555,15127799,85.6144109902521,17.372,5.089,10,76.324,27.314,99.061,25.1435814171693,28.692597098159,8287.45061096547,4.18088662700669,743532,0.853,2,3,16.5320446026113,NA,2.57620115809555,1.91306097545144,1.67714315012305,3.4563343607373,1.54315371528311,1.60907118109632,1.01807286299799,-0.88,-0.76,-8.97,1.3,0.16,0.21,-1.56
"136",1998,"Group B","T-05","Austria","AUT",3,0,2,1,3,4,-1,2,3,2,0,3,2,1,FALSE,0,-1,"Austria",0.619097233646835,0.815714069058131,118.637617749846,1.01807286299799,7976789,66.5106754931446,10.2,9.8,4.8,77.6707317073171,36.359,93.388,38.5615906228388,38.787931037573,36180.7490571265,3.49288002962309,82520,0.858,0,2,15.8920465074967,NA,1.01807286299799,10.644781673538,2.15582766096953,2.57620115809555,1.75731994886122,1.38316672312245,1.39650943786737,-1.56,8.73,0.48,-0.88,0.21,-0.23,0.38
"137",1998,"Group B","T-11","Cameroon","CMR",3,0,2,1,2,5,-3,2,4,2,0,3,2,1,FALSE,0,-1,"Cameroon",0.0768734392441459,1.14343802084986,73.4174195566413,1.39650943786737,14144860,45.1484656467721,40.993,13.532,85.5,53.043,16.015,98.433,21.9791850036291,20.3154688307783,1118.50819963079,4.72553484802563,472710,0.294,6,NA,16.4648618651785,NA,1.39650943786737,1.67714315012305,3.4563343607373,1.01807286299799,1.55853398473808,1.54315371528311,1.60907118109632,0.38,-8.97,1.3,-1.56,-0.2,0.16,0.21
"138",1998,"Group C","T-22","Denmark","DNK",3,1,1,1,3,3,0,4,2,2,1,4,2,2,FALSE,1,2,"Denmark",0.829165315807545,1.15341875228239,154.556919096879,1.60907118109632,5304219,85.0920806648854,12.5,11,4.8,76.1390243902439,36.973,97.644,37.2107081900933,34.1347093080278,46437.1921069175,2.32630274538961,40000,0.908,0,3,15.4840130995882,16.44,1.60907118109632,2.15582766096953,2.57620115809555,1.39650943786737,0.405987604918763,1.75731994886122,1.38316672312245,0.21,0.48,-0.88,0.38,-1.15,0.21,-0.23
"139",1998,"Group C","T-70","South Africa","ZAF",3,0,2,1,3,6,-3,2,3,2,0,4,2,2,FALSE,0,-2,"South Africa",0.0994570135726814,1.03488314483912,99.9547859078216,1.38316672312245,46223880,54.6562438276427,23.151,9.586,45.9,59.912,20.33,90.674,22.5192718175416,21.5164735193548,4494.85711232358,0.50000000034143,1213090,0.664,5,1,17.6490071056308,NA,1.38316672312245,3.4563343607373,1.01807286299799,1.60907118109632,1.41739581246631,1.55853398473808,1.54315371528311,-0.23,1.3,-1.56,0.21,1.01,-0.2,0.16
"140",1998,"Group D","T-55","Paraguay","PRY",3,1,2,0,3,1,2,5,2,2,1,5,4,1,FALSE,1,1,"Paraguay",0.599880161503188,1.16000089126696,94.4727668729635,1.54315371528311,4900025,56.3338701365719,28.772,5.482,29.9,69.507,18.707,102.016,54.6398352009449,46.9664849376138,4402.11110078307,0.0680377558080636,397300,0.534,2,3,15.4047508651087,33.3666666666667,1.54315371528311,2.57620115809555,1.39650943786737,1.38316672312245,1.38165698909139,0.405987604918763,1.75731994886122,0.16,-0.88,0.38,-0.23,-0.04,-1.15,0.21
"141",1998,"Group D","T-73","Spain","ESP",3,1,1,1,8,4,4,4,3,2,0,5,4,1,FALSE,0,-1,"Spain",0.729846873886575,1.24106413744023,130.571415853416,1.75731994886122,40223509,75.9145056905294,9.1,9,4.7,78.6658536585366,35.527,96.381,26.1498778707572,26.5804352013017,22135.4045018802,4.30197745333581,499440,0.895,0,16,17.5099621836548,NA,1.75731994886122,1.01807286299799,1.60907118109632,1.54315371528311,NA,1.41739581246631,1.55853398473808,0.21,-1.56,0.21,0.16,NA,1.01,-0.2
"142",1998,"Group E","T-48","Netherlands","NLD",3,1,2,0,7,2,5,5,1,2,1,5,3,2,FALSE,1,2,"Netherlands (the)",0.216921102306657,1.15061386773551,132.175093794031,1.55853398473808,15707209,76.75231877333,12.7,8.8,5.3,77.8829268292683,35.645,97.426,59.6772355314445,52.7308599201193,37661.7337325878,4.64778462461781,33760,0.85,0,4,16.5696303369059,18.24,1.55853398473808,1.39650943786737,1.38316672312245,1.75731994886122,2.62907924769004,1.38165698909139,0.405987604918763,-0.2,0.38,-0.23,0.21,NA,-0.04,-1.15
"143",1998,"Group E","T-46","Mexico","MEX",3,1,2,0,7,5,2,5,2,2,1,5,3,2,FALSE,1,2,"Mexico",0.324789728411016,0.463679019490059,47.9657365507037,0.405987604918763,95575245,74.2716464717421,25.117,5.534,26.1,71.792,21.193,95.651,23.221749395164,24.8101347448538,9161.89527783381,6.18507893082885,1943950,0.598,2,2,18.3754244009753,NA,0.405987604918763,1.60907118109632,1.54315371528311,1.55853398473808,NA,NA,1.41739581246631,-1.15,0.21,0.16,-0.2,NA,NA,1.01
"144",1998,"Group E","T-06","Belgium","BEL",3,0,3,0,3,3,0,3,3,2,0,5,3,2,FALSE,0,-2,"Belgium",0.525132582288437,1.08582038082029,116.096087697565,1.41739581246631,10203008,81.3594119449727,11.2,10.3,5.3,77.4731707317073,37.322,95.653,64.1743450154283,60.5347776108893,33566.9875919507,1.96183240455609,NA,0.878,0,4,16.1381931367402,NA,1.41739581246631,1.38316672312245,1.75731994886122,0.405987604918763,3.44098574204708,2.62907924769004,1.38165698909139,1.01,-0.23,0.21,-1.15,NA,NA,-0.04
"145",1998,"Group F","T-31","Germany","DEU",3,2,1,0,6,2,4,7,1,2,1,7,3,4,FALSE,1,4,"Germany",0.448401927244821,1.02047452441296,113.137447701574,1.38165698909139,82047195,80.0722584625357,9.6,10.4,4.7,77.4756097560976,38.2,94.609,25.6601609051036,24.4953048741291,33477.9856458764,2.09561231172233,349020,0.896,0,11,18.2228051884443,16.65,1.38165698909139,1.54315371528311,1.55853398473808,1.41739581246631,5.54555805177024,NA,NA,-0.04,0.16,-0.2,1.01,2.1,NA,NA
"146",1998,"Group F","T-87","Yugoslavia","YUG",3,2,1,0,4,2,2,7,2,2,1,7,3,4,FALSE,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75731994886122,0.405987604918763,1.38165698909139,0.544947828971664,3.44098574204708,2.62907924769004,NA,0.21,-1.15,-0.04,-5,NA,NA
"147",1998,"Group F","T-38","Iran","IRN",3,1,0,2,2,4,-2,3,3,2,0,7,3,4,FALSE,0,-4,"Iran (Islamic Republic of)",0.494673465837156,1.73938466644895,154.694147051535,2.62907924769004,64519859,62.9052391052246,16.207,5.084,34.7,69.214,18.988,103.317,12.6833809123619,16.5448387339515,3704.56563043092,2.08001178027133,1628760,0.233,0,NA,17.98248362585,NA,2.62907924769004,1.55853398473808,1.41739581246631,NA,1.10124043617179,5.54555805177024,NA,NA,-0.2,1.01,NA,0.56,2.1,NA
"148",1998,"Group G","T-28","England","ENG",3,2,0,1,5,2,3,6,2,2,1,6,3,3,FALSE,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405987604918763,1.38165698909139,2.62907924769004,2.53014006008996,0.544947828971664,3.44098574204708,NA,-1.15,-0.04,NA,1.43,-5,NA
"149",1998,"Group G","T-16","Colombia","COL",3,1,0,2,1,3,-2,3,3,2,0,6,3,3,FALSE,0,-3,"Colombia",0.797939364613211,1.83790014010371,115.915334130508,3.44098574204708,37792165,73.3667607289768,23.629,5.432,23,70.924,22.648,98.822,15.0073508369912,20.9015722165226,4213.82800470051,0.569784088434517,1109500,0.544,2,4,17.4476123639731,26.5,3.44098574204708,1.41739581246631,NA,NA,0.97123693298858,1.10124043617179,5.54555805177024,NA,1.01,NA,NA,-1.56,0.56,2.1
"150",1998,"Group H","T-18","Croatia","HRV",3,2,0,1,4,2,2,6,2,2,1,6,3,3,FALSE,1,3,"Croatia",1.98794809283081,2.48731951882043,246.860046252042,5.54555805177024,4532135,55.5584318277687,10.4,11.5,7.7,72.3170731707317,37.925,92.445,29.1364523767019,35.8478772819081,8577.50694428774,2.25167791290693,55910,0.427,0,9,15.3267036888594,NA,5.54555805177024,1.38165698909139,2.62907924769004,3.44098574204708,1.52930955872386,2.53014006008996,0.544947828971664,2.1,-0.04,NA,NA,0.56,1.43,-5
"151",1998,"Group H","T-43","Jamaica","JAM",3,1,0,2,3,9,-6,3,3,2,0,6,3,3,FALSE,0,-3,"Jamaica",0.0665505297469694,0.534021249100201,34.5897876947928,0.544947828971664,2569736,51.2645934193083,22.178,7.146,20.1,71.17,21.851,97.968,NA,NA,5174.28295609468,-2.33455353946911,10830,0.678,5,1,14.7593137278595,NA,0.544947828971664,NA,NA,5.54555805177024,3.76709151041563,0.97123693298858,1.10124043617179,-5,NA,NA,2.1,2.24,-1.56,0.56
"152",2002,"Group A","T-65","Senegal","SEN",3,1,2,0,5,4,1,5,2,2,1,5,2,3,FALSE,1,3,"Senegal",0.0743411962337746,0.981873494388818,52.7444985380844,1.10124043617179,10466214,41.1081471561292,38.624,10.071,66.2,58.912,16.75,97.458,19.6168800518197,33.5274194123132,1042.25509944289,0.0686965747419066,192530,0.688,6,4,16.1636629128675,NA,1.10124043617179,2.62907924769004,3.44098574204708,0.544947828971664,NA,1.52930955872386,2.53014006008996,0.56,NA,NA,-5,NA,0.56,1.43
"153",2002,"Group A","T-84","Uruguay","URY",3,0,2,1,4,5,-1,2,3,2,0,5,2,3,FALSE,0,-3,"Uruguay",0.662084474034434,1.5140206987045,137.990604235539,2.53014006008996,3278867,91.4886084712534,15.644,9.522,14,74.979,31.273,94.33,20.6216724821799,19.40739482538,9806.7713064359,-7.73200721540044,175020,0.874,2,2,15.0030084938575,NA,2.53014006008996,NA,5.54555805177024,1.10124043617179,3.44761809928778,3.76709151041563,0.97123693298858,1.43,NA,2.1,0.56,NA,2.24,-1.56
"154",2002,"Group B","T-55","Paraguay","PRY",3,1,1,1,6,6,0,4,2,2,1,4,4,0,TRUE,1,0,"Paraguay",1.02644353368909,0.865032576947168,89.9944659557009,0.97123693298858,5261328,58.3089732866691,25.109,5.217,27.6,70.539,19.461,102.044,47.4750765387374,31.9664891095553,3916.44022308731,-0.0214043949985693,397300,0.54,2,4,15.4758940243312,NA,0.97123693298858,3.44098574204708,0.544947828971664,2.53014006008996,1.4648125666589,NA,1.52930955872386,-1.56,NA,-5,1.43,-1.98,NA,0.56
"155",2002,"Group B","T-70","South Africa","ZAF",3,1,1,1,5,5,0,4,3,2,0,4,4,0,TRUE,0,0,"South Africa",0.0742516399862977,1.14318101879987,101.363136689357,1.52930955872386,48019415,57.6723587528482,20.928,11.954,48,55.58,21.333,90.752,28.4311672176802,25.0343344117566,4916.81498068625,3.70037440406668,1213090,0.743,5,3,17.6871159662592,NA,1.52930955872386,5.54555805177024,1.10124043617179,0.97123693298858,1.89097402916196,3.44761809928778,3.76709151041563,0.56,2.1,0.56,-1.56,0.43,NA,2.24
"156",2002,"Group C","T-80","Turkey","TUR",3,1,1,1,5,3,2,4,2,2,1,4,4,0,TRUE,1,0,"Turkey",1.04427256860145,2.10767851609777,185.38027716218,3.76709151041563,67048795,60.7385342729423,19.531,5.766,26.5,72.605,24.761,100.889,25.2651261294128,22.8374839940274,6211.70542960394,6.43550883793114,769630,0.638,0,14,18.0209311958675,14.0571428571429,3.76709151041563,0.544947828971664,2.53014006008996,1.52930955872386,0.63383334613874,1.4648125666589,NA,2.24,-5,1.43,0.56,-1.26,-1.98,NA
"157",2002,"Group C","T-17","Costa Rica","CRI",3,1,1,1,5,6,-1,4,3,2,0,4,4,0,TRUE,0,0,"Costa Rica",NA,NA,NA,NA,4075705,61.2787633575946,18.188,3.862,10.4,77.939,24.839,98.525,39.2245352070616,41.1894091289423,7989.55926102157,3.41687639041064,51060,0.896,2,3,15.2205542958282,24.55,NA,1.10124043617179,0.97123693298858,3.76709151041563,1.33850675603337,1.89097402916196,3.44761809928778,NA,0.56,-1.56,2.24,0.7,0.43,NA
"158",2002,"Group D","T-83","United States","USA",3,1,1,1,5,6,-1,4,2,2,1,4,3,1,FALSE,1,1,"United States of America (the)",0.586076207190227,1.74606588436609,151.036634405247,3.44761809928778,287625193,79.5461039768657,14,8.5,7,76.9365853658537,34.672,98.92,9.131381513844,13.1549925956457,48729.1586442625,1.70044732643726,9161920,0.826,0,16,19.4771687773322,49.85,3.44761809928778,2.53014006008996,1.52930955872386,NA,1.62865223371684,0.63383334613874,1.4648125666589,NA,1.43,0.56,NA,0.29,-1.26,-1.98
"159",2002,"Group D","T-58","Portugal","PRT",3,1,0,2,6,4,2,3,3,2,0,4,3,1,FALSE,0,-1,"Portugal",0.918036068960038,1.07236582202158,124.82002056443,1.4648125666589,10419631,55.789299869679,11,10.2,4.7,77.0658536585366,37.323,93.279,27.0733622325977,35.2348971843795,19095.1102477398,0.770924781247714,91500,0.878,0,4,16.1592021809945,24.45,1.4648125666589,0.97123693298858,3.76709151041563,3.44761809928778,NA,1.33850675603337,1.89097402916196,-1.98,-1.56,2.24,NA,NA,0.7,0.43
